ORDER_ID,PICKER_ID,NUM_ITEMS
74277692,69280,6.0
46917002,69280,9.0
60229005,54860,1.0
72982287,54860,22.0
95271999,31810,2.0
78022309,68367,3.0
14732100,31810,6.0
47982184,44267,3.0
73999467,87073,8.0
99306313,69280,1.0
13679552,54860,7.0
47082462,45826,1.0
17116424,69280,22.0
17116424,69280,22.0
17116424,69280,22.0
94279821,53600,3.0
38809098,74695,15.0
34066562,71305,2.0
33826762,20474,5.0
29672555,87073,12.0
13289062,60497,7.0
40738717,31810,4.0
81437797,71305,3.0
37057719,20474,35.0
71206177,53600,1.0
57827724,60497,2.0
22434899,71305,3.0
28811285,60497,4.0
40782283,74695,2.0
27015989,71305,27.0
63221929,60497,13.0
13144686,74695,5.0
48247352,74695,3.0
63273942,20474,4.0
57032420,20474,10.0
92758478,60497,6.0
90394310,53600,17.0
41096403,20474,11.0
17729761,60497,8.0
71250403,54860,5.0
16185118,68367,4.0
98898004,74695,7.0
20940431,68367,5.0
88845519,54860,12.0
93869943,60497,9.0
81034352,20474,16.0
81034352,20474,16.0
21291165,71305,15.0
74474848,60497,25.0
48505349,71305,7.0
49913602,68367,10.0
51458883,54860,2.0
97242730,54860,11.0
75739995,71305,11.0
26421215,74695,2.0
32239827,68367,11.0
34009089,60497,1.0
17117903,54860,20.0
64186386,74695,23.0
37024829,71305,5.0
11142393,60497,3.0
22748551,53600,10.0
47414861,53600,13.0
73651592,20474,6.0
41926777,20474,8.0
36099281,60497,12.0
11283979,71305,3.0
78830919,54860,13.0
73781742,68367,13.0
47148566,68367,19.0
59413759,60497,5.0
94962144,60497,7.0
71410186,60497,1.0
17664902,74695,7.0
71286529,74695,11.0
32411728,97698,11.0
43302093,53600,9.0
75279367,97698,12.0
31585263,20474,18.0
29411173,97698,16.0
39800893,60497,17.0
91964779,54860,4.0
39882228,54860,6.0
32133716,53600,15.0
84194106,54860,10.0
17156476,74695,5.0
57876809,53600,13.0
39164115,74695,16.0
35706078,20474,26.0
86522205,53600,10.0
85485307,53600,3.0
76297959,60497,7.0
91962996,60497,15.0
81767592,68367,6.0
42043761,97698,10.0
97989309,97698,1.0
97536260,97698,4.0
74412085,68367,6.0
73667979,97698,9.0
98345569,68367,11.0
14725851,71305,4.0
72224936,71305,3.0
15904421,71305,25.0
40783807,60497,33.0
40783807,60497,33.0
68853396,71305,10.0
72489309,97698,2.0
84658322,20474,7.0
92715331,68367,3.0
92088060,20474,5.0
55728466,68367,5.0
94771135,20474,15.0
94771135,20474,15.0
94771135,20474,15.0
66444436,68367,5.0
49592737,68367,12.0
26008071,53600,2.0
64566707,74695,8.0
42277414,37113,2.0
32998764,45826,1.0
59337543,12237,7.0
76657029,69280,1.0
26647981,69280,15.0
99855214,54860,7.0
30032560,54860,12.0
92367882,69280,3.0
42684554,69280,3.0
98747137,69280,3.0
29212929,37113,2.0
37582058,69280,41.0
99733516,37113,7.0
95049243,68367,10.0
68507694,54860,1.0
35482594,54860,20.0
10743610,45826,12.0
67500563,68367,3.0
43576208,45826,9.0
90641032,68367,5.0
60213239,54860,12.0
57095086,45826,8.0
58325378,37113,3.0
31370369,45826,4.0
44130431,54860,12.0
75752466,38876,21.0
42643810,37113,3.0
73345903,37113,4.0
14283898,45826,1.0
92767585,68367,3.0
21946925,68367,5.0
45943198,68367,4.0
69101266,54860,13.0
59751526,68367,7.0
87940263,68367,7.0
61911772,38876,7.0
80529814,12237,7.0
18551357,20474,4.0
69145011,20474,5.0
61044660,12237,10.0
35048086,20474,7.0
63065081,12237,6.0
44324474,20474,13.0
63030443,69280,12.0
93159080,68367,12.0
38491822,12237,27.0
38491822,12237,27.0
77028087,37113,3.0
84838390,37113,13.0
44788709,68367,11.0
67240953,45826,2.0
42993997,45826,20.0
39753660,54860,19.0
55701740,37113,15.0
85672258,20474,8.0
13822094,68367,22.0
73073887,12237,14.0
26769327,69280,9.0
37239561,20474,23.0
97558344,45826,3.0
61284259,37113,16.0
40626534,54860,3.0
63198859,54860,1.0
35783882,54860,31.0
35783882,54860,31.0
35783882,54860,31.0
35783882,54860,31.0
73483061,45826,11.0
54792331,37113,14.0
54792331,37113,14.0
54792331,37113,14.0
54792331,37113,14.0
15601793,69280,6.0
98282742,12237,5.0
48551345,20474,31.0
15407897,45826,11.0
79078862,68367,6.0
79264676,37113,5.0
88055359,54860,3.0
57533556,37113,5.0
93965937,68367,13.0
51948639,45826,22.0
51948639,45826,22.0
17005122,54860,12.0
23188939,37113,2.0
18853479,12237,25.0
51621717,54860,1.0
19494418,54860,5.0
62883029,20474,11.0
35971413,20474,13.0
74584542,69280,11.0
85199453,60497,6.0
26090129,71305,2.0
93108972,53600,7.0
44045704,76557,18.0
31859199,54860,16.0
89867739,12237,2.0
10709742,43646,8.0
57280960,98466,4.0
12435628,38876,33.0
34112581,45826,1.0
53607785,60497,11.0
17059490,53600,1.0
47678658,76557,8.0
52741372,43646,21.0
86661202,71305,8.0
63583362,59281,8.0
96303572,53600,10.0
35764790,45565,7.0
68210330,59281,1.0
54651040,76557,7.0
79019985,98466,5.0
88738725,59281,3.0
68571642,71305,4.0
97572528,43646,6.0
35382224,45565,2.0
54686056,98466,18.0
73796427,71305,56.0
73796427,71305,56.0
73796427,71305,56.0
73796427,71305,56.0
93107686,60497,1.0
23191247,45565,12.0
81116701,59281,1.0
96451162,43646,25.0
77023627,53600,19.0
58972710,59281,16.0
77258312,45565,6.0
14104436,98466,5.0
24352095,45565,1.0
89972796,45565,1.0
63387055,59281,4.0
57360481,43646,13.0
91910506,53600,21.0
92912374,43646,16.0
49345910,71305,40.0
87912734,59281,9.0
80735137,98466,7.0
80735137,98466,7.0
80735137,98466,7.0
80735137,98466,7.0
79794967,98466,9.0
44134563,60497,4.0
15936006,60497,11.0
29315977,60497,2.0
76032277,43646,9.0
76032277,43646,9.0
28480255,60497,1.0
36205636,43646,1.0
72277635,43646,7.0
69651800,98466,9.0
74295733,60497,11.0
74550576,43646,7.0
27821722,76557,11.0
79140550,76557,6.0
94198996,59281,6.0
24808229,76557,15.0
22223765,60497,10.0
75393865,43646,4.0
45880099,43646,7.0
45880099,43646,7.0
45880099,43646,7.0
45880099,43646,7.0
64407130,60497,39.0
46091092,59281,16.0
95424652,43646,16.0
46379333,76557,15.0
25511272,98466,25.0
81889879,43646,6.0
81889879,43646,6.0
43569714,71305,9.0
41397374,98466,20.0
42560277,43646,9.0
40265103,76557,2.0
35233826,53600,11.0
80106428,59281,4.0
31111123,71305,18.0
81258140,71305,5.0
55418969,71305,4.0
57364797,71305,17.0
50271790,43646,3.0
95538147,76557,1.0
54543491,76557,8.0
54543491,76557,8.0
41115060,76557,5.0
11429653,71305,19.0
71957163,76557,4.0
27821182,76557,3.0
48324472,45565,5.0
53453398,43646,12.0
13523823,76557,9.0
13523823,76557,9.0
13523823,76557,9.0
13523823,76557,9.0
98418962,76557,1.0
41785792,45565,2.0
85382213,60497,4.0
37071958,76557,5.0
57573145,45565,9.0
81548352,76557,10.0
98810303,45565,6.0
65255443,45565,7.0
84734680,76557,9.0
68606952,76557,5.0
43574550,60497,6.0
36350150,76557,3.0
65397702,71305,4.0
66595353,45565,4.0
32291447,60497,1.0
83838919,98466,35.0
25161330,43646,38.0
25161330,43646,38.0
75020569,76557,4.0
87604822,60497,9.0
94542755,98466,5.0
62708027,98466,8.0
62708027,98466,8.0
52464650,60497,7.0
30933846,60497,1.0
23479211,60497,6.0
92982768,53600,6.0
97650805,53600,5.0
43990915,28914,20.0
47365172,28914,1.0
20765006,53600,6.0
88358338,28914,3.0
16275542,53600,6.0
16406429,28914,16.0
76898856,71305,2.0
18061984,45565,15.0
62699849,53600,8.0
28968191,71305,3.0
22513293,45565,4.0
22393494,28914,15.0
76430484,71305,2.0
76430484,71305,2.0
41761843,71305,2.0
11811487,53600,5.0
86952108,45565,8.0
90419421,68367,7.0
36569711,68367,3.0
76199425,68367,2.0
97025219,68367,13.0
81273360,45826,4.0
84921571,45826,6.0
64617673,68367,2.0
23503582,87073,14.0
93103389,87073,19.0
93103389,87073,19.0
93103389,87073,19.0
97958683,68367,13.0
78242245,68367,2.0
94895817,31810,22.0
33281641,87073,1.0
89559151,87073,7.0
20049614,87073,6.0
79612795,87073,7.0
88028739,87073,29.0
88028739,87073,29.0
51507097,45826,2.0
79576753,31810,
47614641,87073,11.0
64341114,68367,12.0
14939309,68367,7.0
23056319,31810,13.0
39481270,74695,7.0
39481270,74695,7.0
63352479,74695,15.0
61837598,12237,11.0
29429166,45826,5.0
18783839,12237,10.0
23172276,68367,5.0
98110409,68367,24.0
67157197,45826,18.0
99988377,31810,8.0
33360119,31810,2.0
84715496,31810,7.0
58859951,12237,11.0
34981809,12237,6.0
24872532,12237,3.0
79081150,45826,14.0
60301556,87073,2.0
49204633,87073,13.0
59144292,87073,13.0
48462850,68367,9.0
61860629,12237,5.0
41545197,31810,5.0
39802224,12237,2.0
74742181,12237,2.0
77396479,12237,16.0
89343899,12237,1.0
83475208,12237,3.0
68754336,68367,7.0
49087236,31810,6.0
88245110,87073,11.0
88245110,87073,11.0
36981850,31810,16.0
15781813,42141,2.0
43797584,68367,2.0
31001057,68367,8.0
82598991,12237,10.0
56355876,87073,5.0
74503877,12237,5.0
19565133,68367,13.0
39850764,12237,35.0
53021996,31810,25.0
90543841,68367,2.0
33930741,87073,22.0
12753416,68367,24.0
16128543,31810,16.0
59982128,87073,2.0
62709279,87073,5.0
32648253,87073,5.0
53815637,87073,13.0
24636571,45826,1.0
68348058,45826,2.0
74152941,45826,27.0
89994529,45826,3.0
56666695,12237,4.0
94838418,74695,7.0
87173288,12237,3.0
96516520,12237,4.0
97547418,12237,5.0
71371480,31810,10.0
53675468,45826,6.0
66323883,68367,12.0
34431879,74695,4.0
67192044,71305,3.0
74488191,12237,17.0
28265921,53600,66.0
44854663,68367,1.0
63018693,74695,19.0
68971423,71305,8.0
68971423,71305,8.0
57817438,97698,1.0
89552811,45565,6.0
81568687,43646,3.0
53431445,97698,3.0
83792272,97698,4.0
28247262,71305,10.0
44052376,45565,19.0
42742220,97698,9.0
54608048,97698,1.0
13936580,97698,1.0
10273134,97698,8.0
10273134,97698,8.0
14876498,71305,4.0
55646806,71305,54.0
92955768,63661,29.0
33488077,53600,13.0
22014971,53600,9.0
84919035,97698,8.0
11677810,45565,5.0
34433497,45565,26.0
45553148,97698,8.0
45553148,97698,8.0
45553148,97698,8.0
45553148,97698,8.0
52733669,97698,9.0
25297619,71305,2.0
60233434,53600,30.0
33511581,63661,3.0
36436860,63661,4.0
71264028,63661,20.0
68059402,71305,1.0
44947642,43646,32.0
32419446,71305,12.0
50109011,97698,4.0
62789841,63661,3.0
65595239,97698,2.0
62223765,71305,2.0
29192476,97698,7.0
82411199,63661,4.0
80789320,71305,8.0
80789320,71305,8.0
64469426,45565,2.0
99425941,45565,8.0
86642611,45565,11.0
84136442,53600,7.0
35538623,63661,4.0
90360401,63661,18.0
81700724,53600,21.0
39498678,43646,18.0
85812006,97698,3.0
39681084,97698,12.0
25645958,71305,11.0
53927247,43646,3.0
69573125,71305,22.0
96998657,45565,7.0
88584332,43646,21.0
88584332,43646,21.0
47154977,45565,1.0
93679188,45565,4.0
59171068,45565,13.0
71849517,63661,7.0
67214634,45565,2.0
33066152,97698,3.0
56448839,97698,2.0
77463383,45565,2.0
72982738,97698,1.0
83482575,53600,2.0
89511266,53600,1.0
95351882,97698,9.0
84082815,53600,3.0
10232920,45565,13.0
27952850,63661,7.0
64381490,53600,2.0
98733542,63661,4.0
12111994,53600,3.0
91806159,53600,5.0
89141756,43646,1.0
97315754,43646,16.0
52762093,63661,1.0
87658420,63661,4.0
39015936,63661,3.0
25415954,71305,30.0
99522008,97698,2.0
85204263,45565,23.0
75985348,53600,4.0
96840063,53600,3.0
31459987,53600,4.0
45953015,63661,18.0
70344631,43646,4.0
33303841,43646,9.0
58270350,53600,5.0
94164744,43646,6.0
44407762,53600,4.0
64388553,63661,21.0
64388553,63661,21.0
64388553,63661,21.0
88341217,43646,10.0
71893786,45565,6.0
55535052,71305,7.0
55535052,71305,7.0
22955662,71305,12.0
12318028,53600,7.0
72906366,53600,3.0
52188050,45565,8.0
66038367,71305,1.0
19951839,97698,20.0
17592007,45565,9.0
34705709,53600,3.0
22251985,53600,9.0
10479560,68367,4.0
39518179,43646,12.0
30169612,68367,3.0
41396393,43646,11.0
44524016,43646,4.0
24581622,43646,5.0
49075686,20474,7.0
79950255,20474,1.0
43590334,54860,6.0
43054179,43646,5.0
76314636,20474,3.0
69521385,69280,4.0
16340029,20474,11.0
21174463,20474,6.0
86077829,20474,1.0
87963689,20474,6.0
72321802,20474,5.0
47077817,20474,11.0
55302812,69280,37.0
78241659,54860,1.0
78241659,54860,1.0
39717820,54860,13.0
35430747,43646,11.0
86390503,69280,8.0
82576625,69280,8.0
84117190,87073,11.0
84117190,87073,11.0
84117190,87073,11.0
84117190,87073,11.0
84117190,87073,11.0
32999018,69280,3.0
72803585,20474,7.0
33916308,20474,1.0
21665206,20474,1.0
27866422,20474,5.0
96784888,69280,32.0
66633770,20474,7.0
98929292,87073,2.0
70166915,43646,7.0
94610707,31810,2.0
95825784,68367,11.0
42781894,31810,38.0
42781894,31810,38.0
76051542,87073,3.0
50863849,68367,15.0
58619942,43646,8.0
32799944,69280,5.0
20709837,43646,31.0
66944756,54860,7.0
41009519,54860,6.0
30585355,20474,10.0
38603505,68367,22.0
17259820,54860,2.0
92695670,20474,2.0
40749026,20474,6.0
29611456,31810,9.0
44645591,69280,5.0
42040073,20474,23.0
56428522,68367,12.0
32338700,31810,8.0
50675298,43646,3.0
14825309,43646,6.0
49747558,43646,1.0
53984717,43646,7.0
53984717,43646,7.0
53984717,43646,7.0
53984717,43646,7.0
53984717,43646,7.0
14133857,31810,4.0
61885713,43646,20.0
86086029,31810,11.0
86086029,31810,11.0
68620122,31810,8.0
41074463,68367,3.0
31482648,68367,9.0
55217397,20474,2.0
55217397,20474,2.0
76473150,69280,25.0
72213721,90530,
45476405,20474,6.0
98000311,31810,6.0
85560944,68367,6.0
27076283,43646,5.0
55324035,69280,9.0
63228789,31810,4.0
32142323,20474,1.0
44079934,54860,5.0
90723137,45565,3.0
67185340,68367,1.0
83989581,60497,17.0
19414732,87073,7.0
11104242,97698,2.0
19740145,12237,1.0
49323667,20474,4.0
71466737,60497,9.0
55662933,45565,1.0
94527242,87073,4.0
52244407,63661,5.0
50265486,54860,9.0
18198823,97698,4.0
99932858,12237,3.0
32692788,60497,20.0
30238139,97698,17.0
64219709,12237,6.0
17242464,45565,10.0
17242464,45565,10.0
17242464,45565,10.0
17242464,45565,10.0
17242464,45565,10.0
17242464,45565,10.0
17242464,45565,10.0
17242464,45565,10.0
25866372,45565,5.0
78658707,45565,5.0
29860152,63661,7.0
84016376,63661,21.0
69725801,12237,1.0
26437069,12237,5.0
47710908,12237,1.0
91535948,74695,15.0
34975997,60497,5.0
50583138,60497,26.0
56490428,45565,1.0
31434686,97698,1.0
31534813,97698,10.0
70684788,12237,6.0
70684788,12237,6.0
73518275,45565,5.0
69316334,45565,8.0
74119032,74695,8.0
83231534,12237,31.0
48122087,97698,2.0
31061402,97698,3.0
61242408,60497,3.0
54701843,60497,25.0
56780611,43646,12.0
39874800,63661,3.0
84341135,97698,2.0
78503452,45565,12.0
59360889,97698,2.0
88746816,97698,9.0
62990901,45565,2.0
62622288,63661,4.0
78778130,12237,5.0
72433860,12237,5.0
44256017,12237,5.0
42552150,12237,2.0
22167922,45565,5.0
34045108,45565,8.0
34867920,12237,15.0
74696722,97698,2.0
41120121,63661,2.0
76067992,63661,2.0
33457129,63661,1.0
74663106,69280,10.0
74663106,69280,10.0
26005922,63661,6.0
86913077,97698,9.0
38997809,63661,5.0
45931714,63661,2.0
95179419,63661,8.0
90294920,74695,29.0
36293000,60497,5.0
19702020,60497,3.0
72985198,69280,3.0
49968687,69280,1.0
32363944,60497,12.0
89272536,12237,5.0
18567392,45565,9.0
13215275,12237,1.0
90388853,12237,2.0
74062275,12237,5.0
20058332,45565,2.0
73265770,97698,19.0
80334601,45565,2.0
15484521,45565,2.0
82485843,60497,8.0
48419125,74695,9.0
96589636,74695,13.0
86605786,63661,7.0
74861252,45565,7.0
74861252,45565,7.0
64621735,43646,10.0
33346914,12237,37.0
88421478,63661,3.0
17450830,45565,4.0
69457075,45565,3.0
52750931,45565,4.0
12219810,69280,5.0
20293758,60497,8.0
77115467,97698,1.0
73400269,74695,6.0
73400269,74695,6.0
73400269,74695,6.0
59045402,97698,6.0
59045402,97698,6.0
59045402,97698,6.0
59045402,97698,6.0
71618965,43646,2.0
53143234,12237,1.0
12135390,63661,3.0
67515217,12237,1.0
94055463,12237,1.0
94617305,60497,2.0
87880843,74695,8.0
27913463,63661,1.0
43607135,69280,7.0
82616192,97698,6.0
13876591,12237,12.0
26936480,60497,5.0
29903224,63661,7.0
98450623,43646,2.0
98450623,43646,2.0
33304224,43646,8.0
25281517,43646,6.0
48060847,20474,9.0
80424340,20474,3.0
41473311,20474,9.0
34418400,63661,3.0
34418400,63661,3.0
34083945,63661,3.0
28745789,54860,3.0
46371198,63661,14.0
31166131,45565,4.0
82672565,54860,18.0
59240011,68367,6.0
24738632,20474,6.0
93785959,69280,9.0
47856165,45626,12.0
86660577,45565,3.0
69478563,45565,8.0
29044301,43646,7.0
73482822,69280,18.0
73482822,69280,18.0
48727842,43646,1.0
57579382,45565,2.0
96397264,43646,6.0
59704316,45565,13.0
51069576,63661,8.0
71769823,69280,1.0
49287615,43646,1.0
74189274,69280,7.0
74607210,63661,9.0
13293163,20474,3.0
70254664,43646,17.0
64431578,20474,5.0
56964752,45565,13.0
38108075,20474,18.0
62235752,20474,29.0
94667115,68367,13.0
76968823,68367,2.0
59083606,68367,3.0
25239092,54860,8.0
68567740,54860,4.0
27280320,54860,5.0
21052719,54860,7.0
99655266,69280,7.0
92308225,68367,5.0
49478761,43646,25.0
22956242,45565,29.0
95599610,69280,4.0
64907220,68367,17.0
81470494,69280,2.0
22587819,43646,6.0
60312351,54860,10.0
92501827,54860,16.0
26550679,69280,6.0
74248586,69280,10.0
68416906,68367,24.0
28047158,69280,17.0
63054967,54860,9.0
94860996,45565,1.0
58374069,43646,27.0
57948854,20474,7.0
57948854,20474,7.0
57948854,20474,7.0
43168177,20474,14.0
50193978,20474,19.0
50193978,20474,19.0
61924507,45565,11.0
14544343,54860,2.0
51479228,69280,10.0
51479228,69280,10.0
19828833,20474,2.0
61621260,45565,3.0
98354857,63661,5.0
60913454,43646,4.0
20977841,43646,1.0
35813218,43646,1.0
72156234,45565,5.0
72657325,63661,10.0
14323135,63661,8.0
68028302,45565,6.0
42304751,63661,7.0
23839433,45565,3.0
38965967,69280,11.0
41001134,69280,10.0
37939068,54860,1.0
91852995,54860,10.0
91852995,54860,10.0
17171218,63661,2.0
17171218,63661,2.0
17171218,63661,2.0
72579754,45565,7.0
66631759,31810,20.0
36457671,45565,2.0
35435172,45565,3.0
72686438,43646,10.0
72686438,43646,10.0
57474421,68367,11.0
38557211,43646,2.0
48029531,68367,20.0
52619533,20474,18.0
65274711,31810,15.0
74756950,69280,2.0
74756950,69280,2.0
74756950,69280,2.0
64242603,63661,6.0
17097994,54860,14.0
64482518,97698,3.0
42795167,63661,18.0
96661042,31810,7.0
87572787,43646,3.0
90755366,20474,15.0
90755366,20474,15.0
56734099,69280,3.0
18812334,43646,3.0
96969265,45565,13.0
37530833,74695,16.0
27298810,60497,25.0
65080753,12237,1.0
94406024,98466,32.0
93634992,71305,4.0
69604720,45826,3.0
61904140,87073,21.0
61904140,87073,21.0
61904140,87073,21.0
